39,A0,77516,B0,13,C0,D0,E0,F0,G0,2174,0,40,H0,SMALL
50,A1,83311,B0,13,C1,D1,E1,F0,G0,0,0,13,H0,SMALL
38,A2,215646,B1,9,C2,D2,E0,F0,G0,0,0,40,H0,SMALL
53,A2,234721,B2,7,C1,D2,E1,F1,G0,0,0,40,H0,SMALL
28,A2,338409,B0,13,C1,D3,E2,F1,G1,0,0,40,H1,SMALL
37,A2,284582,B3,14,C1,D1,E2,F0,G1,0,0,40,H0,SMALL
49,A2,160187,B4,5,C3,D4,E0,F1,G1,0,0,16,H2,SMALL
52,A1,209642,B1,9,C1,D1,E1,F0,G0,0,0,45,H0,LARGE
31,A2,45781,B3,14,C0,D3,E0,F0,G1,14084,0,50,H0,LARGE
42,A2,159449,B0,13,C1,D1,E1,F0,G0,5178,0,40,H0,LARGE
37,A2,280464,B5,10,C1,D1,E1,F1,G0,0,0,80,H0,LARGE
30,A0,141297,B0,13,C1,D3,E1,F2,G0,0,0,40,H3,LARGE
23,A2,122272,B0,13,C0,D0,E3,F0,G1,0,0,30,H0,SMALL
32,A2,205019,B6,12,C0,D5,E0,F1,G0,0,0,50,H0,SMALL
40,A2,121772,B7,11,C1,D6,E1,F2,G0,0,0,40,?,LARGE
34,A2,245487,B8,4,C1,D7,E1,F3,G0,0,0,45,H5,SMALL
25,A1,176756,B1,9,C0,D8,E3,F0,G0,0,0,35,H0,SMALL
32,A2,186824,B1,9,C0,D9,E4,F0,G0,0,0,40,H0,SMALL
38,A2,28887,B2,7,C1,D5,E1,F0,G0,0,0,50,H0,SMALL
43,A1,292175,B3,14,C2,D1,E4,F0,G1,0,0,45,H0,LARGE
40,A2,193524,B9,16,C1,D3,E1,F0,G0,0,0,60,H0,LARGE
54,A2,302146,B1,9,C4,D4,E4,F1,G1,0,0,20,H0,SMALL
35,A3,76845,B4,5,C1,D8,E1,F1,G0,0,0,40,H0,SMALL
43,A2,117037,B2,7,C1,D7,E1,F0,G0,0,2042,40,H0,SMALL
59,A2,109015,B1,9,C2,D10,E4,F0,G1,0,0,40,H0,SMALL
56,A4,216851,B0,13,C1,D10,E1,F0,G0,0,0,40,H0,LARGE
19,A2,168294,B1,9,C0,D6,E3,F0,G0,0,0,40,H0,SMALL
54,?,180211,B5,10,C1,?,E1,F2,G0,0,0,60,H6,LARGE
39,A2,367260,B1,9,C2,D1,E0,F0,G0,0,0,80,H0,SMALL
49,A2,193366,B1,9,C1,D6,E1,F0,G0,0,0,40,H0,SMALL
23,A4,190709,B6,12,C0,D12,E0,F0,G0,0,0,52,H0,SMALL
20,A2,266015,B5,10,C0,D5,E3,F1,G0,0,0,44,H0,SMALL
45,A2,386940,B0,13,C2,D1,E3,F0,G0,0,1408,40,H0,SMALL
30,A3,59951,B5,10,C1,D0,E3,F0,G0,0,0,40,H0,SMALL
22,A0,311512,B5,10,C1,D4,E1,F1,G0,0,0,15,H0,SMALL
48,A2,242406,B2,7,C0,D9,E4,F0,G0,0,0,40,H7,SMALL
21,A2,197200,B5,10,C0,D9,E3,F0,G0,0,0,40,H0,SMALL
19,A2,544091,B1,9,C5,D0,E2,F0,G1,0,0,25,H0,SMALL
31,A2,84154,B5,10,C1,D5,E1,F0,G0,0,0,38,?,LARGE
48,A1,265477,B6,12,C1,D3,E1,F0,G0,0,0,40,H0,SMALL
31,A2,507875,B4,5,C1,D9,E1,F0,G0,0,0,43,H0,SMALL
53,A1,88506,B0,13,C1,D3,E1,F0,G0,0,0,40,H0,SMALL
24,A2,172987,B0,13,C1,D10,E1,F0,G0,0,0,50,H0,SMALL
49,A2,94638,B1,9,C4,D0,E4,F0,G1,0,0,40,H0,SMALL
25,A2,289980,B1,9,C0,D2,E0,F0,G0,0,0,35,H0,SMALL
57,A3,337895,B0,13,C1,D3,E1,F1,G0,0,0,40,H0,LARGE
53,A2,144361,B1,9,C1,D9,E1,F0,G0,0,0,38,H0,SMALL
44,A2,128354,B3,14,C2,D1,E4,F0,G1,0,0,40,H0,SMALL
41,A0,101603,B7,11,C1,D6,E1,F0,G0,0,0,40,H0,SMALL
29,A2,271466,B7,11,C0,D3,E0,F0,G0,0,0,43,H0,SMALL
25,A2,32275,B5,10,C1,D1,E2,F4,G1,0,0,40,H0,SMALL
18,A2,226956,B1,9,C0,D4,E3,F0,G1,0,0,30,?,SMALL
47,A2,51835,B10,15,C1,D3,E2,F0,G1,0,1902,60,H8,LARGE
50,A3,251585,B0,13,C2,D1,E0,F0,G0,0,0,55,H0,LARGE
47,A6,109832,B1,9,C2,D1,E0,F0,G0,0,0,60,H0,SMALL
43,A2,237993,B5,10,C1,D10,E1,F0,G0,0,0,40,H0,LARGE
46,A2,216666,B11,3,C1,D9,E1,F0,G0,0,0,40,H5,SMALL
35,A2,56352,B7,11,C1,D4,E1,F0,G0,0,0,40,H7,SMALL
41,A2,147372,B1,9,C1,D0,E1,F0,G0,0,0,48,H0,SMALL
30,A2,188146,B1,9,C1,D9,E1,F0,G0,5013,0,40,H0,SMALL
30,A2,59496,B0,13,C1,D5,E1,F0,G0,2407,0,40,H0,SMALL
32,?,293936,B8,4,C3,?,E0,F0,G0,0,0,40,?,SMALL
48,A2,149640,B1,9,C1,D7,E1,F0,G0,0,0,40,H0,SMALL
42,A2,116632,B9,16,C1,D3,E1,F0,G0,0,0,45,H0,LARGE
29,A2,105598,B5,10,C2,D10,E0,F0,G0,0,0,58,H0,SMALL
36,A2,155537,B1,9,C1,D6,E1,F0,G0,0,0,40,H0,SMALL
28,A2,183175,B5,10,C2,D0,E0,F0,G1,0,0,40,H0,SMALL
53,A2,169846,B1,9,C1,D0,E2,F0,G1,0,0,40,H0,LARGE
49,A6,191681,B5,10,C1,D1,E1,F0,G0,0,0,50,H0,LARGE
25,?,200681,B5,10,C0,?,E3,F0,G0,0,0,40,H0,SMALL
19,A2,101509,B5,10,C0,D3,E3,F0,G0,0,0,32,H0,SMALL
31,A2,309974,B0,13,C4,D5,E3,F1,G1,0,0,40,H0,SMALL
29,A1,162298,B0,13,C1,D5,E1,F0,G0,0,0,70,H0,LARGE
23,A2,211678,B5,10,C0,D9,E0,F0,G0,0,0,40,H0,SMALL
79,A2,124744,B5,10,C1,D3,E5,F0,G0,0,0,20,H0,SMALL
27,A2,213921,B1,9,C0,D4,E3,F0,G0,0,0,40,H5,SMALL
40,A2,32214,B6,12,C1,D0,E1,F0,G0,0,0,40,H0,SMALL
67,?,212759,B12,6,C1,?,E1,F0,G0,0,0,2,H0,SMALL
18,A2,309634,B2,7,C0,D4,E3,F0,G1,0,0,22,H0,SMALL
31,A4,125927,B8,4,C1,D8,E1,F0,G0,0,0,40,H0,SMALL
18,A2,446839,B1,9,C0,D5,E0,F0,G0,0,0,30,H0,SMALL
52,A2,276515,B0,13,C1,D4,E1,F0,G0,0,0,40,H1,SMALL
46,A2,51618,B1,9,C1,D4,E2,F0,G1,0,0,40,H0,SMALL
59,A2,159937,B1,9,C1,D5,E1,F0,G0,0,0,48,H0,SMALL
44,A2,343591,B1,9,C2,D6,E0,F0,G1,14344,0,40,H0,LARGE
53,A2,346253,B1,9,C2,D5,E3,F0,G1,0,0,35,H0,SMALL
49,A4,268234,B1,9,C1,D12,E1,F0,G0,0,0,40,H0,LARGE
33,A2,202051,B3,14,C1,D3,E1,F0,G0,0,0,50,H0,SMALL
30,A2,54334,B4,5,C0,D5,E0,F0,G0,0,0,40,H0,SMALL
43,A3,410867,B9,16,C0,D3,E0,F0,G1,0,0,50,H0,LARGE
57,A2,249977,B7,11,C1,D3,E1,F0,G0,0,0,40,H0,SMALL
37,A2,286730,B5,10,C2,D6,E4,F0,G1,0,0,40,H0,SMALL
28,A2,212563,B5,10,C2,D9,E4,F1,G1,0,0,25,H0,SMALL
30,A2,117747,B1,9,C1,D5,E2,F2,G1,0,1573,35,?,SMALL
34,A4,226296,B0,13,C1,D12,E1,F0,G0,0,0,40,H0,LARGE
29,A4,115585,B5,10,C0,D2,E0,F0,G0,0,0,50,H0,SMALL
48,A1,191277,B9,16,C1,D3,E1,F0,G0,0,1902,60,H0,LARGE
37,A2,202683,B5,10,C1,D5,E1,F0,G0,0,0,48,H0,LARGE
48,A2,171095,B6,12,C2,D1,E4,F0,G1,0,0,40,H9,SMALL
32,A3,249409,B1,9,C0,D4,E3,F1,G0,0,0,40,H0,SMALL
76,A2,124191,B3,14,C1,D1,E1,F0,G0,0,0,40,H0,LARGE
44,A2,198282,B0,13,C1,D1,E1,F0,G0,15024,0,60,H0,LARGE
47,A1,149116,B3,14,C0,D3,E0,F0,G1,0,0,50,H0,SMALL
20,A2,188300,B5,10,C0,D10,E3,F0,G1,0,0,40,H0,SMALL
29,A2,103432,B1,9,C0,D6,E0,F0,G0,0,0,40,H0,SMALL
32,A6,317660,B1,9,C1,D6,E1,F0,G0,7688,0,40,H0,LARGE
17,?,304873,B12,6,C0,?,E3,F0,G1,34095,0,32,H0,SMALL
30,A2,194901,B2,7,C0,D2,E3,F0,G0,0,0,40,H0,SMALL
